"V1","V2","V3","V4","V5","V6","V7","V8","V9","gene","TES_end","TES_pos_num","TES_pos","TES_pos_max","TES_type"
"NC_005791.1","RefSeq","gene",112878,112951,".","+",".","gene_id RNA_2; gene_name RNA_2;","RNA_2",113151,7,"112954;112959;112973;112975;113005;113033;113074","112954","T1"
"NC_005791.1","RefSeq","gene",112998,113074,".","+",".","gene_id RNA_3; gene_name RNA_3;","RNA_3",113274,2,"113172;113249","113249","T1"
"NC_005791.1","RefSeq","gene",113083,113156,".","+",".","gene_id RNA_4; gene_name RNA_4;","RNA_4",113356,3,"113171;113173;113248","113171","T2"
"NC_005791.1","RefSeq","gene",113173,113246,".","+",".","gene_id RNA_5; gene_name RNA_5;","RNA_5",113446,5,"113249;113403;113410;113420;113425","113403","T1"
"NC_005791.1","RefSeq","gene",113287,113401,".","+",".","gene_id RNA_37; gene_name RNA_37;","RNA_37",113601,2,"113495;113508","113508","T1"
"NC_005791.1","RefSeq","gene",113418,113492,".","+",".","gene_id RNA_6; gene_name RNA_6;","RNA_6",113692,7,"113494;113498;113507;113509;113513;113601;113615","113494","T2"
"NC_005791.1","RefSeq","gene",113526,113599,".","+",".","gene_id RNA_7; gene_name RNA_7;","RNA_7",113799,3,"113695;113704;113709","113704","T1"
"NC_005791.1","RefSeq","gene",113620,113694,".","+",".","gene_id RNA_8; gene_name RNA_8;","RNA_8",113894,1,"113894","113894","T1"
"NC_005791.1","RefSeq","gene",113747,114364,".","+",".","gene_id MMP0104; gene_name MMP0104;","MMP0104",114564,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",114487,115014,".","+",".","gene_id MMP0105; gene_name MMP0105;","MMP0105",115214,2,"115028;115037","115028","T1"
"NC_005791.1","RefSeq","gene",115117,115677,".","+",".","gene_id MMP0106; gene_name MMP0106;","MMP0106",115877,3,"115742;115764;115771","115742","T1"
"NC_005791.1","RefSeq","gene",115687,116211,".","+",".","gene_id MMP0107; gene_name MMP0107;","MMP0107",116411,3,"116250;116257;116282","116250","T1"
"NC_005791.1","RefSeq","gene",116352,117383,".","+",".","gene_id MMP0108; gene_name MMP0108;","MMP0108",117583,2,"117403;117410","117403","T1"
"NC_005791.1","RefSeq","gene",117416,119032,".","+",".","gene_id MMP0109; gene_name MMP0109;","MMP0109",119232,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",119023,119991,".","+",".","gene_id MMP0110; gene_name MMP0110;","MMP0110",120191,1,"120022","120022","T2"
"NC_005791.1","RefSeq","gene",119995,120534,".","-",".","gene_id MMP0111; gene_name MMP0111;","MMP0111",119795,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",120542,121822,".","-",".","gene_id MMP0112; gene_name MMP0112;","MMP0112",120342,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",121832,122641,".","-",".","gene_id MMP0113; gene_name MMP0113;","MMP0113",121632,1,"121713","121713","T1"
"NC_005791.1","RefSeq","gene",122675,123316,".","-",".","gene_id MMP0114; gene_name MMP0114;","MMP0114",122475,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",123500,124021,".","+",".","gene_id MMP0115; gene_name MMP0115;","MMP0115",124221,3,"124108;124110;124117","124108","T1"
"NC_005791.1","RefSeq","gene",124154,125185,".","+",".","gene_id MMP0116; gene_name MMP0116;","MMP0116",125385,2,"125221;125223","125221","T1"
"NC_005791.1","RefSeq","gene",125209,125877,".","-",".","gene_id MMP0117; gene_name MMP0117;","MMP0117",125009,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",125924,126541,".","-",".","gene_id MMP0118; gene_name MMP0118;","MMP0118",125724,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",126554,127261,".","-",".","gene_id MMP0119; gene_name MMP0119;","MMP0119",126354,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",127261,127647,".","-",".","gene_id MMP0120; gene_name MMP0120;","MMP0120",127061,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",127660,127977,".","-",".","gene_id MMP0121; gene_name MMP0121;","MMP0121",127460,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",127981,128889,".","-",".","gene_id MMP0122; gene_name MMP0122;","MMP0122",127781,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",129070,130236,".","+",".","gene_id MMP0123; gene_name MMP0123;","MMP0123",130436,3,"130258;130267;130332","130258","T1"
"NC_005791.1","RefSeq","gene",130264,130938,".","-",".","gene_id MMP0124; gene_name MMP0124;","MMP0124",130064,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",130979,132511,".","-",".","gene_id MMP0125; gene_name MMP0125;","MMP0125",130779,2,"130791;130853","130791","T1"
"NC_005791.1","RefSeq","gene",132540,133565,".","-",".","gene_id MMP0126; gene_name MMP0126;","MMP0126",132340,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",133625,134689,".","-",".","gene_id MMP0127; gene_name MMP0127;","MMP0127",133425,5,"133580;133582;133585;133593;133599","133593","T1"
"NC_005791.1","RefSeq","gene",134996,135565,".","-",".","gene_id MMP0128; gene_name MMP0128;","MMP0128",134796,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",135643,136299,".","+",".","gene_id MMP0129; gene_name MMP0129;","MMP0129",136499,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",136315,137160,".","+",".","gene_id MMP0130; gene_name MMP0130;","MMP0130",137360,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",137305,138459,".","+",".","gene_id MMP0131; gene_name MMP0131;","MMP0131",138659,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",138509,139372,".","+",".","gene_id MMP0132; gene_name MMP0132;","MMP0132",139572,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",139445,140947,".","-",".","gene_id MMP0133; gene_name MMP0133;","MMP0133",139245,2,"139355;139419","139419","T1"
"NC_005791.1","RefSeq","gene",140997,141341,".","+",".","gene_id MMP0134; gene_name MMP0134;","MMP0134",141541,3,"141454;141456;141464","141454","T1"
"NC_005791.1","RefSeq","gene",141612,142826,".","+",".","gene_id MMP0135; gene_name MMP0135;","MMP0135",143026,1,"142900","142900","T1"
"NC_005791.1","RefSeq","gene",142844,143347,".","+",".","gene_id MMP0136; gene_name MMP0136;","MMP0136",143547,3,"143392;143401;143520","143392","T1"
"NC_005791.1","RefSeq","gene",143395,144411,".","+",".","gene_id MMP0137; gene_name MMP0137;","MMP0137",144611,1,"144442","144442","T1"
"NC_005791.1","RefSeq","gene",145038,147068,".","+",".","gene_id MMP0138; gene_name MMP0138;","MMP0138",147268,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",147092,148219,".","+",".","gene_id MMP0139; gene_name MMP0139;","MMP0139",148419,2,"148259;148266","148259","T1"
"NC_005791.1","RefSeq","gene",148268,150583,".","-",".","gene_id MMP0140; gene_name MMP0140;","MMP0140",148068,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",150629,151501,".","-",".","gene_id MMP0141; gene_name MMP0141;","MMP0141",150429,3,"150590;150596;150605","150605","T1"
"NC_005791.1","RefSeq","gene",151531,153036,".","-",".","gene_id MMP0142; gene_name MMP0142;","MMP0142",151331,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",153055,154170,".","-",".","gene_id MMP0143; gene_name MMP0143;","MMP0143",152855,3,"152934;152977;153044","152977","T1"
"NC_005791.1","RefSeq","gene",154198,154806,".","-",".","gene_id MMP0144; gene_name MMP0144;","MMP0144",153998,3,"154067;154172;154179","154179","T1"
"NC_005791.1","RefSeq","gene",154822,155379,".","-",".","gene_id MMP0145; gene_name MMP0145;","MMP0145",154622,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",155411,156817,".","-",".","gene_id MMP0146; gene_name MMP0146;","MMP0146",155211,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",156832,157773,".","-",".","gene_id MMP0147; gene_name MMP0147;","MMP0147",156632,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",158021,159931,".","+",".","gene_id MMP0148; gene_name MMP0148;","MMP0148",160131,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",159965,161017,".","-",".","gene_id MMP0149; gene_name MMP0149;","MMP0149",159765,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",161087,161602,".","+",".","gene_id MMP0150; gene_name MMP0150;","MMP0150",161802,4,"161608;161769;161774;161792","161769","T1"
"NC_005791.1","RefSeq","gene",161607,161750,".","+",".","gene_id MMP0151; gene_name MMP0151;","MMP0151",161950,11,"161768;161771;161773;161777;161784;161791;161793;161799;161806;161811;161822","161768","T2"
"NC_005791.1","RefSeq","gene",162132,163472,".","+",".","gene_id MMP0152; gene_name MMP0152;","MMP0152",163672,7,"163486;163489;163495;163498;163503;163506;163528","163489","T1"
"NC_005791.1","RefSeq","gene",163925,165085,".","-",".","gene_id MMP0153; gene_name MMP0153;","MMP0153",163725,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",165135,166640,".","-",".","gene_id MMP0154; gene_name MMP0154;","MMP0154",164935,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",166877,167260,".","+",".","gene_id MMP0155; gene_name MMP0155;","MMP0155",167460,3,"167318;167323;167327","167318","T1"
"NC_005791.1","RefSeq","gene",167490,167915,".","+",".","gene_id MMP0156; gene_name MMP0156;","MMP0156",168115,1,"167947","167947","T2"
"NC_005791.1","RefSeq","gene",167941,168300,".","+",".","gene_id MMP0157; gene_name MMP0157;","MMP0157",168500,2,"168360;168394","168360","T1"
"NC_005791.1","RefSeq","gene",168301,168900,".","+",".","gene_id MMP0158; gene_name MMP0158;","MMP0158",169100,1,"169092","169092","T1"
"NC_005791.1","RefSeq","gene",168917,169072,".","+",".","gene_id MMP0159; gene_name MMP0159;","MMP0159",169272,2,"169102;169218","169218","T1"
